,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
15,0.004,0.025,0.004,0.654,0.003,0.0,0.827,0.886,0.532,0.217,0.739,0.002,0.005,0.0,0.942,1.0,0.0,0.993,0.006,0.002,0.365,0.596,0.69,0.497,0.002,0.007,0.005,0.053,0.419,0.001,0.115,0.09,0.241,0.001,0.311,0.003,0.737,0.003,0.133,0.016,0.002,0.011,0.42,0.062,0.003,0.292,0.0,0.471,0.857,0.23
16,0.699,0.001,0.017,0.005,0.672,0.821,0.003,0.004,0.001,0.006,0.002,0.151,0.423,0.956,0.003,0.0,1.0,0.0,0.367,0.027,0.005,0.001,0.003,0.003,0.961,0.568,0.859,0.001,0.002,0.067,0.001,0.0,0.003,0.079,0.005,0.745,0.001,0.212,0.003,0.003,0.138,0.02,0.0,0.001,0.219,0.001,0.981,0.0,0.0,0.0
17,0.01,0.034,0.007,0.686,0.002,0.005,0.886,0.918,0.501,0.243,0.698,0.003,0.003,0.0,0.97,0.993,0.0,1.0,0.008,0.003,0.404,0.522,0.718,0.457,0.002,0.005,0.0,0.056,0.455,0.001,0.127,0.076,0.273,0.0,0.354,0.002,0.766,0.001,0.177,0.012,0.002,0.015,0.355,0.075,0.003,0.246,0.0,0.398,0.795,0.242
18,0.836,0.117,0.416,0.007,0.082,0.741,0.006,0.004,0.0,0.001,0.0,0.852,0.995,0.236,0.001,0.006,0.367,0.008,1.0,0.467,0.008,0.001,0.004,0.0,0.512,0.937,0.666,0.055,0.006,0.636,0.007,0.027,0.003,0.732,0.005,0.796,0.006,0.926,0.004,0.234,0.877,0.32,0.0,0.043,0.96,0.0,0.267,0.001,0.002,0.0
19,0.159,0.77,0.992,0.018,0.01,0.123,0.007,0.007,0.002,0.212,0.005,0.808,0.411,0.018,0.003,0.002,0.027,0.003,0.467,1.0,0.074,0.0,0.018,0.0,0.038,0.234,0.089,0.669,0.058,0.953,0.378,0.551,0.169,0.928,0.105,0.133,0.015,0.703,0.338,0.923,0.751,0.98,0.002,0.583,0.624,0.001,0.019,0.003,0.002,0.0
20,0.007,0.373,0.1,0.899,0.001,0.007,0.666,0.643,0.066,0.928,0.107,0.002,0.015,0.005,0.551,0.365,0.005,0.404,0.008,0.074,1.0,0.073,0.859,0.051,0.007,0.019,0.009,0.475,0.995,0.024,0.755,0.617,0.961,0.015,0.983,0.01,0.814,0.0,0.807,0.229,0.001,0.138,0.038,0.568,0.004,0.029,0.002,0.037,0.167,0.026
21,0.0,0.007,0.0,0.164,0.001,0.0,0.306,0.349,0.993,0.04,0.968,0.0,0.0,0.0,0.413,0.596,0.001,0.522,0.001,0.0,0.073,1.0,0.194,0.982,0.002,0.0,0.0,0.008,0.081,0.003,0.014,0.013,0.054,0.001,0.056,0.0,0.208,0.0,0.026,0.003,0.002,0.002,0.932,0.009,0.001,0.833,0.003,0.961,0.924,0.802
22,0.008,0.144,0.027,0.997,0.004,0.005,0.955,0.917,0.161,0.658,0.28,0.0,0.012,0.001,0.849,0.69,0.003,0.718,0.004,0.018,0.859,0.194,1.0,0.123,0.004,0.007,0.004,0.235,0.91,0.001,0.42,0.317,0.709,0.0,0.781,0.006,0.997,0.003,0.46,0.074,0.001,0.041,0.117,0.25,0.005,0.052,0.001,0.122,0.382,0.067
23,0.0,0.004,0.0,0.12,0.0,0.0,0.234,0.244,0.995,0.031,0.899,0.0,0.0,0.0,0.328,0.497,0.003,0.457,0.0,0.0,0.051,0.982,0.123,1.0,0.001,0.0,0.001,0.005,0.072,0.0,0.009,0.006,0.026,0.0,0.043,0.0,0.142,0.0,0.015,0.001,0.003,0.001,0.983,0.006,0.002,0.897,0.002,0.994,0.831,0.866
24,0.843,0.001,0.036,0.006,0.521,0.929,0.0,0.002,0.0,0.003,0.0,0.192,0.568,0.862,0.004,0.002,0.961,0.002,0.512,0.038,0.007,0.002,0.004,0.001,1.0,0.73,0.96,0.001,0.005,0.115,0.004,0.002,0.01,0.136,0.005,0.883,0.004,0.253,0.005,0.009,0.243,0.022,0.002,0.004,0.341,0.0,0.905,0.001,0.0,0.003
