,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
26,0.988,0.676,0.985,0.626,0.073,0.294,0.337,0.032,0.991,0.777,0.781,0.0,0.098,0.024,0.045,0.485,0.272,0.89,0.926,0.152,0.591,0.389,0.986,0.516,0.235,0.026,1.0,0.056,0.004,0.851,0.077,0.001,0.86,0.304,0.974,0.921,0.003,0.999,0.967,0.004,0.002,0.963,0.192,0.959,0.0,0.888,0.467,0.931,0.989,0.424
27,0.086,0.383,0.098,0.443,0.996,0.768,0.741,0.993,0.074,0.3,0.294,0.716,0.972,0.96,0.999,0.584,0.785,0.164,0.175,0.956,0.505,0.713,0.092,0.549,0.841,0.974,0.056,1.0,0.816,0.219,1.0,0.598,0.192,0.769,0.027,0.009,0.82,0.072,0.107,0.837,0.612,0.019,0.915,0.116,0.639,0.004,0.601,0.144,0.042,0.606
28,0.009,0.108,0.01,0.152,0.778,0.403,0.328,0.883,0.004,0.07,0.057,0.98,0.699,0.928,0.856,0.201,0.415,0.031,0.03,0.647,0.133,0.277,0.011,0.18,0.467,0.895,0.004,0.816,1.0,0.049,0.805,0.916,0.039,0.382,0.0,0.0,0.997,0.002,0.021,0.999,0.952,0.002,0.526,0.022,0.968,0.001,0.226,0.015,0.002,0.264
29,0.93,0.94,0.947,0.919,0.25,0.608,0.69,0.164,0.918,0.985,0.991,0.017,0.334,0.119,0.19,0.822,0.609,0.996,0.994,0.382,0.896,0.716,0.96,0.871,0.559,0.148,0.851,0.219,0.049,1.0,0.253,0.011,1.0,0.646,0.749,0.645,0.03,0.895,0.962,0.057,0.016,0.727,0.452,0.971,0.009,0.613,0.775,0.986,0.8,0.792
30,0.097,0.388,0.111,0.479,1.0,0.806,0.756,0.991,0.104,0.307,0.297,0.721,0.985,0.949,0.998,0.577,0.829,0.212,0.182,0.964,0.497,0.697,0.111,0.518,0.862,0.983,0.077,1.0,0.805,0.253,1.0,0.549,0.246,0.786,0.034,0.015,0.774,0.07,0.117,0.833,0.637,0.03,0.917,0.13,0.634,0.009,0.592,0.168,0.039,0.636
31,0.0,0.031,0.0,0.043,0.526,0.21,0.191,0.653,0.0,0.023,0.021,0.98,0.456,0.742,0.615,0.101,0.222,0.007,0.004,0.387,0.048,0.136,0.002,0.069,0.271,0.685,0.001,0.598,0.916,0.011,0.549,1.0,0.006,0.202,0.0,0.0,0.935,0.0,0.001,0.902,1.0,0.0,0.293,0.004,0.995,0.0,0.104,0.002,0.0,0.096
32,0.938,0.927,0.953,0.903,0.228,0.588,0.641,0.146,0.928,0.971,0.967,0.014,0.264,0.112,0.189,0.797,0.586,0.999,0.999,0.36,0.866,0.667,0.964,0.858,0.526,0.11,0.86,0.192,0.039,1.0,0.246,0.006,1.0,0.621,0.757,0.642,0.018,0.882,0.965,0.044,0.01,0.725,0.439,0.989,0.008,0.602,0.792,0.992,0.837,0.743
33,0.387,0.84,0.444,0.877,0.806,1.0,0.999,0.696,0.367,0.759,0.751,0.283,0.853,0.582,0.716,0.953,0.994,0.592,0.562,0.902,0.916,0.997,0.453,0.94,0.987,0.632,0.304,0.769,0.382,0.646,0.786,0.202,0.621,1.0,0.202,0.142,0.348,0.346,0.479,0.413,0.236,0.192,0.96,0.519,0.24,0.098,0.962,0.556,0.26,0.974
34,0.934,0.55,0.919,0.469,0.032,0.2,0.197,0.017,0.938,0.647,0.644,0.0,0.062,0.007,0.022,0.342,0.179,0.779,0.778,0.081,0.442,0.217,0.901,0.404,0.14,0.015,0.974,0.027,0.0,0.749,0.034,0.0,0.757,0.202,1.0,0.992,0.001,0.957,0.885,0.002,0.0,0.999,0.103,0.867,0.0,0.978,0.346,0.837,0.995,0.319
35,0.869,0.408,0.843,0.395,0.02,0.131,0.159,0.004,0.867,0.492,0.52,0.0,0.032,0.001,0.017,0.272,0.122,0.678,0.718,0.048,0.34,0.202,0.839,0.298,0.084,0.002,0.921,0.009,0.0,0.645,0.015,0.0,0.642,0.142,0.992,1.0,0.0,0.913,0.809,0.0,0.0,0.994,0.062,0.792,0.0,0.998,0.27,0.719,0.961,0.232
